"source"	"target"	"relation"	"relation long"	"tabletID"	"museum Nr"	"excavation Nr"	"publication"	"archive"	"text type"	"subtype"	"place of writing"	"date"	"reign"	"reign order"
"P00021"	P02101	"Father of"	"Father of Itti-Marduk-balāṭu"	"T06820"	"BM 32863"		"Nbn 1047"	"Egibi Nūr-Sîn"	"Legal document"	"promissory note, with pledge"	"Bīt-šar-Bābili"	"05.6.17 Nabonidus"	Nabonidus	10
"P02101"	P00021	"Child of"	"Child of Nabû-ahhē-iddin"	"T06821"	"BM 30890"		"Nbn 1048"	"Egibi Nūr-Sîn"	"Legal document"	"receipt"	"Bīt-šar-Bābili"	"05.6.17 Nabonidus"	Nabonidus	10
"P00021"	P02101	"Father of"	"Father of Itti-Marduk-balāṭu"	"T06821"	"BM 30890"		"Nbn 1048"	"Egibi Nūr-Sîn"	"Legal document"	"receipt"	"Bīt-šar-Bābili"	"05.6.17 Nabonidus"	Nabonidus	10
"P24661"	P20079	"Child of"	"Child of Nūptāya"	"T06825"	"BM 33084"		"Nbn 1113"	"Egibi Nūr-Sîn"	"Legal document"	"court protocol"	"Bīt-šar-Bābili"	"17.9. Nabonidus"	Nabonidus	10
"P20174"	P24661	"Grandmother of"	"Grandmother of Zababa-iddin"	"T06825"	"BM 33084"		"Nbn 1113"	"Egibi Nūr-Sîn"	"Legal document"	"court protocol"	"Bīt-šar-Bābili"	"17.9. Nabonidus"	Nabonidus	10
"P24661"	P20174	"Grandson of"	"Grandson of Gāgāya"	"T06825"	"BM 33084"		"Nbn 1113"	"Egibi Nūr-Sîn"	"Legal document"	"court protocol"	"Bīt-šar-Bābili"	"17.9. Nabonidus"	Nabonidus	10
"P29591"	P20079	"Husband of"	"Husband of Nūptāya"	"T06825"	"BM 33084"		"Nbn 1113"	"Egibi Nūr-Sîn"	"Legal document"	"court protocol"	"Bīt-šar-Bābili"	"17.9. Nabonidus"	Nabonidus	10
"P02101"	P20151	"Master of"	"Master of Barik-il"	"T06825"	"BM 33084"		"Nbn 1113"	"Egibi Nūr-Sîn"	"Legal document"	"court protocol"	"Bīt-šar-Bābili"	"17.9. Nabonidus"	Nabonidus	10
"P20174"	P20151	"Master of"	"Master of Barik-il"	"T06825"	"BM 33084"		"Nbn 1113"	"Egibi Nūr-Sîn"	"Legal document"	"court protocol"	"Bīt-šar-Bābili"	"17.9. Nabonidus"	Nabonidus	10
"P20079"	P24661	"Mother of"	"Mother of Zababa-iddin"	"T06825"	"BM 33084"		"Nbn 1113"	"Egibi Nūr-Sîn"	"Legal document"	"court protocol"	"Bīt-šar-Bābili"	"17.9. Nabonidus"	Nabonidus	10
"P20151"	P20174	"Slave of"	"Slave of Gāgāya"	"T06825"	"BM 33084"		"Nbn 1113"	"Egibi Nūr-Sîn"	"Legal document"	"court protocol"	"Bīt-šar-Bābili"	"17.9. Nabonidus"	Nabonidus	10
"P20151"	P02101	"Slave of"	"Slave of Itti-Marduk-balāṭu"	"T06825"	"BM 33084"		"Nbn 1113"	"Egibi Nūr-Sîn"	"Legal document"	"court protocol"	"Bīt-šar-Bābili"	"17.9. Nabonidus"	Nabonidus	10
"P20079"	P29591	"Wife of"	"Wife of Iddināya"	"T06825"	"BM 33084"		"Nbn 1113"	"Egibi Nūr-Sîn"	"Legal document"	"court protocol"	"Bīt-šar-Bābili"	"17.9. Nabonidus"	Nabonidus	10
"P20688"	P20641	"Agent of"	"Agent of Nabû-nādin-šumi"	"T06833"	"BM 29478"		"No publication"	"Ibnāya A"	"Legal document"	"purchase by proxy"	"Borsippa"	"18.8.02 Nabonidus"	Nabonidus	10
"P20641"	P20688	"Represented by"	"Represented by Nabû-mukīn-apli"	"T06833"	"BM 29478"		"No publication"	"Ibnāya A"	"Legal document"	"purchase by proxy"	"Borsippa"	"18.8.02 Nabonidus"	Nabonidus	10
"P02101"	P19319	"Child of"	"Child of Qudāšu"	"T06837"	"BM 31261"		"Cyr 49"	"Egibi Nūr-Sîn"	"Legal document"	"broken/uncertain"	"Babylon"	"14.5.02 Cyrus"	Cyrus	11
"P02101"	P09076	"Husband of"	"Husband of Nūptāya"	"T06837"	"BM 31261"		"Cyr 49"	"Egibi Nūr-Sîn"	"Legal document"	"broken/uncertain"	"Babylon"	"14.5.02 Cyrus"	Cyrus	11
"P19319"	P02101	"Mother of"	"Mother of Itti-Marduk-balāṭu"	"T06837"	"BM 31261"		"Cyr 49"	"Egibi Nūr-Sîn"	"Legal document"	"broken/uncertain"	"Babylon"	"14.5.02 Cyrus"	Cyrus	11
"P09076"	P02101	"Wife of"	"Wife of Itti-Marduk-balāṭu"	"T06837"	"BM 31261"		"Cyr 49"	"Egibi Nūr-Sîn"	"Legal document"	"broken/uncertain"	"Babylon"	"14.5.02 Cyrus"	Cyrus	11
"P20111"	P22257	"Agent of"	"Agent of Basuru"	"T06847"	"BM 31149"		"Cyr 142"	"Egibi Nūr-Sîn"	"Legal document"	"receipt"	"Babylon"	"24.12.03 Cyrus"	Cyrus	11
"P22257"	P20111	"Represented by"	"Represented by Kaššāya"	"T06847"	"BM 31149"		"Cyr 142"	"Egibi Nūr-Sîn"	"Legal document"	"receipt"	"Babylon"	"24.12.03 Cyrus"	Cyrus	11
"P02101"	P20269	"Master of"	"Master of Mannu-kī-Bēl"	"T06850"	"BM 31303"		"Cyr 171"	"Egibi Nūr-Sîn"	"Legal document"	"extra witness (ana šībūti, ana mukinnūti)"	"Babylon"	"23.5.04 Cyrus"	Cyrus	11
"P20413"	P20269	"Master of"	"Master of Mannu-kī-Bēl"	"T06850"	"BM 31303"		"Cyr 171"	"Egibi Nūr-Sîn"	"Legal document"	"extra witness (ana šībūti, ana mukinnūti)"	"Babylon"	"23.5.04 Cyrus"	Cyrus	11
"P20269"	P02101	"Slave of"	"Slave of Itti-Marduk-balāṭu"	"T06850"	"BM 31303"		"Cyr 171"	"Egibi Nūr-Sîn"	"Legal document"	"extra witness (ana šībūti, ana mukinnūti)"	"Babylon"	"23.5.04 Cyrus"	Cyrus	11
"P20269"	P20413	"Slave of"	"Slave of Nergal-ina-tēšî-ēṭir"	"T06850"	"BM 31303"		"Cyr 171"	"Egibi Nūr-Sîn"	"Legal document"	"extra witness (ana šībūti, ana mukinnūti)"	"Babylon"	"23.5.04 Cyrus"	Cyrus	11
"P20172"	P16420	"Agent of"	"Agent of Cambyses"	"T06852"	"BM 32882"		"Cyr 177"	"Egibi Nūr-Sîn"	"Legal document"	"promissory note, with antichretic pledge"	"Babylon"	"05.9.04 Cyrus"	Cyrus	11
"P20146"	P19319	"Agent of"	"Agent of Qudāšu"	"T06852"	"BM 32882"		"Cyr 177"	"Egibi Nūr-Sîn"	"Legal document"	"promissory note, with antichretic pledge"	"Babylon"	"05.9.04 Cyrus"	Cyrus	11
"P02497"	P02815	"Brother of"	"Brother of Iddin-Nabû"	"T06852"	"BM 32882"		"Cyr 177"	"Egibi Nūr-Sîn"	"Legal document"	"promissory note, with antichretic pledge"	"Babylon"	"05.9.04 Cyrus"	Cyrus	11
"P02815"	P02497	"Brother of"	"Brother of Nergal-ēṭir"	"T06852"	"BM 32882"		"Cyr 177"	"Egibi Nūr-Sîn"	"Legal document"	"promissory note, with antichretic pledge"	"Babylon"	"05.9.04 Cyrus"	Cyrus	11
"P19319"	P20146	"Represented by"	"Represented by Ana-makānišu"	"T06852"	"BM 32882"		"Cyr 177"	"Egibi Nūr-Sîn"	"Legal document"	"promissory note, with antichretic pledge"	"Babylon"	"05.9.04 Cyrus"	Cyrus	11
"P16420"	P20172	"Represented by"	"Represented by Gabbi-ilī-šarru-uṣur"	"T06852"	"BM 32882"		"Cyr 177"	"Egibi Nūr-Sîn"	"Legal document"	"promissory note, with antichretic pledge"	"Babylon"	"05.9.04 Cyrus"	Cyrus	11
"P19853"	P02101	"Agent of"	"Agent of Iddināya"	"T06858"	"BM 30846"		"Cyr 236"	"Egibi Nūr-Sîn"	"Legal document"	"receipt"	"Babylon"	"24.9.06 Cyrus"	Cyrus	11
"P19853"	P20095	"Agent of"	"Agent of Kullāya"	"T06858"	"BM 30846"		"Cyr 236"	"Egibi Nūr-Sîn"	"Legal document"	"receipt"	"Babylon"	"24.9.06 Cyrus"	Cyrus	11
"P19853"	P29545	"Agent of"	"Agent of Mušēzib-Bēl"	"T06858"	"BM 30846"		"Cyr 236"	"Egibi Nūr-Sîn"	"Legal document"	"receipt"	"Babylon"	"24.9.06 Cyrus"	Cyrus	11
"P19853"	P20089	"Agent of"	"Agent of Rīšatu"	"T06858"	"BM 30846"		"Cyr 236"	"Egibi Nūr-Sîn"	"Legal document"	"receipt"	"Babylon"	"24.9.06 Cyrus"	Cyrus	11
"P02101"	P19853	"Represented by"	"Represented by Nergal-iddin"	"T06858"	"BM 30846"		"Cyr 236"	"Egibi Nūr-Sîn"	"Legal document"	"receipt"	"Babylon"	"24.9.06 Cyrus"	Cyrus	11
"P20089"	P19853	"Represented by"	"Represented by Nergal-iddin"	"T06858"	"BM 30846"		"Cyr 236"	"Egibi Nūr-Sîn"	"Legal document"	"receipt"	"Babylon"	"24.9.06 Cyrus"	Cyrus	11
"P20095"	P19853	"Represented by"	"Represented by Nergal-iddin"	"T06858"	"BM 30846"		"Cyr 236"	"Egibi Nūr-Sîn"	"Legal document"	"receipt"	"Babylon"	"24.9.06 Cyrus"	Cyrus	11
"P29545"	P19853	"Represented by"	"Represented by Nergal-iddin"	"T06858"	"BM 30846"		"Cyr 236"	"Egibi Nūr-Sîn"	"Legal document"	"receipt"	"Babylon"	"24.9.06 Cyrus"	Cyrus	11
"P19821"	P20310	"Brother of"	"Brother of Mušēzib-Marduk"	"T06861"	"BM 31075"		"Cyr 240"	"Egibi Nūr-Sîn"	"Legal document"	"promissory note"	"Bīt-Rahē (1, Babylon)"	"11.13.06 Cyrus"	Cyrus	11
"P20310"	P19821	"Brother of"	"Brother of Nergal-iddin"	"T06861"	"BM 31075"		"Cyr 240"	"Egibi Nūr-Sîn"	"Legal document"	"promissory note"	"Bīt-Rahē (1, Babylon)"	"11.13.06 Cyrus"	Cyrus	11
"P20641"	P20750	"Broken/Unclear"	"Broken/Unclear Hanašu"	"T06863"	"VAT 4078"		"VS 5, 25"	"Ibnāya A"	"Legal document"	"receipt"	"Borsippa"	"22.4.06 Nabonidus"	Nabonidus	10
"P20750"	P20641	"Broken/Unclear"	"Broken/Unclear Nādinu"	"T06863"	"VAT 4078"		"VS 5, 25"	"Ibnāya A"	"Legal document"	"receipt"	"Borsippa"	"22.4.06 Nabonidus"	Nabonidus	10
"P20622"	P20637	"Child of"	"Child of Bēlilitu"	"T06863"	"VAT 4078"		"VS 5, 25"	"Ibnāya A"	"Legal document"	"receipt"	"Borsippa"	"22.4.06 Nabonidus"	Nabonidus	10
"P20644"	P20641	"Child of"	"Child of Nādinu"	"T06863"	"VAT 4078"		"VS 5, 25"	"Ibnāya A"	"Legal document"	"receipt"	"Borsippa"	"22.4.06 Nabonidus"	Nabonidus	10
"P20622"	P20641	"Daughter-in-law of"	"Daughter-in-law of Nādinu"	"T06863"	"VAT 4078"		"VS 5, 25"	"Ibnāya A"	"Legal document"	"receipt"	"Borsippa"	"22.4.06 Nabonidus"	Nabonidus	10
"P20639"	P20622	"Father of"	"Father of Busasa"	"T06863"	"VAT 4078"		"VS 5, 25"	"Ibnāya A"	"Legal document"	"receipt"	"Borsippa"	"22.4.06 Nabonidus"	Nabonidus	10
"P20641"	P20644	"Father of"	"Father of Nabû-šumu-ukīn"	"T06863"	"VAT 4078"		"VS 5, 25"	"Ibnāya A"	"Legal document"	"receipt"	"Borsippa"	"22.4.06 Nabonidus"	Nabonidus	10
"P20641"	P20622	"Father-in-law of"	"Father-in-law of Busasa"	"T06863"	"VAT 4078"		"VS 5, 25"	"Ibnāya A"	"Legal document"	"receipt"	"Borsippa"	"22.4.06 Nabonidus"	Nabonidus	10
"P20644"	P20622	"Husband of"	"Husband of Busasa"	"T06863"	"VAT 4078"		"VS 5, 25"	"Ibnāya A"	"Legal document"	"receipt"	"Borsippa"	"22.4.06 Nabonidus"	Nabonidus	10
"P20639"	P20637	"Husband of"	"Husband of Bēlilitu"	"T06863"	"VAT 4078"		"VS 5, 25"	"Ibnāya A"	"Legal document"	"receipt"	"Borsippa"	"22.4.06 Nabonidus"	Nabonidus	10
"P20622"	P20768	"Master of"	"Master of Bānītu-[...]"	"T06863"	"VAT 4078"		"VS 5, 25"	"Ibnāya A"	"Legal document"	"receipt"	"Borsippa"	"22.4.06 Nabonidus"	Nabonidus	10
"P20641"	P20768	"Master of"	"Master of Bānītu-[...]"	"T06863"	"VAT 4078"		"VS 5, 25"	"Ibnāya A"	"Legal document"	"receipt"	"Borsippa"	"22.4.06 Nabonidus"	Nabonidus	10
"P20641"	P20751	"Master of"	"Master of Hibuṣītu"	"T06863"	"VAT 4078"		"VS 5, 25"	"Ibnāya A"	"Legal document"	"receipt"	"Borsippa"	"22.4.06 Nabonidus"	Nabonidus	10
"P20750"	P20751	"Master of"	"Master of Hibuṣītu"	"T06863"	"VAT 4078"		"VS 5, 25"	"Ibnāya A"	"Legal document"	"receipt"	"Borsippa"	"22.4.06 Nabonidus"	Nabonidus	10
"P20641"	P20799	"Master of"	"Master of Nabû-kibsī-uṣur"	"T06863"	"VAT 4078"		"VS 5, 25"	"Ibnāya A"	"Legal document"	"receipt"	"Borsippa"	"22.4.06 Nabonidus"	Nabonidus	10
"P20750"	P20799	"Master of"	"Master of Nabû-kibsī-uṣur"	"T06863"	"VAT 4078"		"VS 5, 25"	"Ibnāya A"	"Legal document"	"receipt"	"Borsippa"	"22.4.06 Nabonidus"	Nabonidus	10
"P20641"	P20805	"Master of"	"Master of Nabû-rā’im-[...]"	"T06863"	"VAT 4078"		"VS 5, 25"	"Ibnāya A"	"Legal document"	"receipt"	"Borsippa"	"22.4.06 Nabonidus"	Nabonidus	10
"P20750"	P20805	"Master of"	"Master of Nabû-rā’im-[...]"	"T06863"	"VAT 4078"		"VS 5, 25"	"Ibnāya A"	"Legal document"	"receipt"	"Borsippa"	"22.4.06 Nabonidus"	Nabonidus	10
"P20622"	P20807	"Master of"	"Master of Nabû-šubat-ilāni"	"T06863"	"VAT 4078"		"VS 5, 25"	"Ibnāya A"	"Legal document"	"receipt"	"Borsippa"	"22.4.06 Nabonidus"	Nabonidus	10
"P20641"	P20807	"Master of"	"Master of Nabû-šubat-ilāni"	"T06863"	"VAT 4078"		"VS 5, 25"	"Ibnāya A"	"Legal document"	"receipt"	"Borsippa"	"22.4.06 Nabonidus"	Nabonidus	10
"P20641"	P20824	"Master of"	"Master of Rikis-kalama-Bēl"	"T06863"	"VAT 4078"		"VS 5, 25"	"Ibnāya A"	"Legal document"	"receipt"	"Borsippa"	"22.4.06 Nabonidus"	Nabonidus	10
"P20750"	P20824	"Master of"	"Master of Rikis-kalama-Bēl"	"T06863"	"VAT 4078"		"VS 5, 25"	"Ibnāya A"	"Legal document"	"receipt"	"Borsippa"	"22.4.06 Nabonidus"	Nabonidus	10
"P20622"	P20828	"Master of"	"Master of Siṣirru"	"T06863"	"VAT 4078"		"VS 5, 25"	"Ibnāya A"	"Legal document"	"receipt"	"Borsippa"	"22.4.06 Nabonidus"	Nabonidus	10
"P20641"	P20828	"Master of"	"Master of Siṣirru"	"T06863"	"VAT 4078"		"VS 5, 25"	"Ibnāya A"	"Legal document"	"receipt"	"Borsippa"	"22.4.06 Nabonidus"	Nabonidus	10
"P20622"	P20619	"Master of"	"Master of Šahû"	"T06863"	"VAT 4078"		"VS 5, 25"	"Ibnāya A"	"Legal document"	"receipt"	"Borsippa"	"22.4.06 Nabonidus"	Nabonidus	10
"P20641"	P20619	"Master of"	"Master of Šahû"	"T06863"	"VAT 4078"		"VS 5, 25"	"Ibnāya A"	"Legal document"	"receipt"	"Borsippa"	"22.4.06 Nabonidus"	Nabonidus	10
"P20637"	P20622	"Mother of"	"Mother of Busasa"	"T06863"	"VAT 4078"		"VS 5, 25"	"Ibnāya A"	"Legal document"	"receipt"	"Borsippa"	"22.4.06 Nabonidus"	Nabonidus	10
"P20746"	P20622	"Neighbour of"	"Neighbour of Busasa"	"T06863"	"VAT 4078"		"VS 5, 25"	"Ibnāya A"	"Legal document"	"receipt"	"Borsippa"	"22.4.06 Nabonidus"	Nabonidus	10
"P20809"	P20622	"Neighbour of"	"Neighbour of Busasa"	"T06863"	"VAT 4078"		"VS 5, 25"	"Ibnāya A"	"Legal document"	"receipt"	"Borsippa"	"22.4.06 Nabonidus"	Nabonidus	10
"P20622"	P20746	"Neighbour of"	"Neighbour of Dābibī"	"T06863"	"VAT 4078"		"VS 5, 25"	"Ibnāya A"	"Legal document"	"receipt"	"Borsippa"	"22.4.06 Nabonidus"	Nabonidus	10
"P20641"	P20746	"Neighbour of"	"Neighbour of Dābibī"	"T06863"	"VAT 4078"		"VS 5, 25"	"Ibnāya A"	"Legal document"	"receipt"	"Borsippa"	"22.4.06 Nabonidus"	Nabonidus	10
"P20750"	P20746	"Neighbour of"	"Neighbour of Dābibī"	"T06863"	"VAT 4078"		"VS 5, 25"	"Ibnāya A"	"Legal document"	"receipt"	"Borsippa"	"22.4.06 Nabonidus"	Nabonidus	10
"P20746"	P20750	"Neighbour of"	"Neighbour of Hanašu"	"T06863"	"VAT 4078"		"VS 5, 25"	"Ibnāya A"	"Legal document"	"receipt"	"Borsippa"	"22.4.06 Nabonidus"	Nabonidus	10
"P20809"	P20750	"Neighbour of"	"Neighbour of Hanašu"	"T06863"	"VAT 4078"		"VS 5, 25"	"Ibnāya A"	"Legal document"	"receipt"	"Borsippa"	"22.4.06 Nabonidus"	Nabonidus	10
"P20622"	P20809	"Neighbour of"	"Neighbour of Nabû-šumu-iddin"	"T06863"	"VAT 4078"		"VS 5, 25"	"Ibnāya A"	"Legal document"	"receipt"	"Borsippa"	"22.4.06 Nabonidus"	Nabonidus	10
"P20641"	P20809	"Neighbour of"	"Neighbour of Nabû-šumu-iddin"	"T06863"	"VAT 4078"		"VS 5, 25"	"Ibnāya A"	"Legal document"	"receipt"	"Borsippa"	"22.4.06 Nabonidus"	Nabonidus	10
"P20750"	P20809	"Neighbour of"	"Neighbour of Nabû-šumu-iddin"	"T06863"	"VAT 4078"		"VS 5, 25"	"Ibnāya A"	"Legal document"	"receipt"	"Borsippa"	"22.4.06 Nabonidus"	Nabonidus	10
"P20746"	P20641	"Neighbour of"	"Neighbour of Nādinu"	"T06863"	"VAT 4078"		"VS 5, 25"	"Ibnāya A"	"Legal document"	"receipt"	"Borsippa"	"22.4.06 Nabonidus"	Nabonidus	10
"P20809"	P20641	"Neighbour of"	"Neighbour of Nādinu"	"T06863"	"VAT 4078"		"VS 5, 25"	"Ibnāya A"	"Legal document"	"receipt"	"Borsippa"	"22.4.06 Nabonidus"	Nabonidus	10
"P20619"	P20622	"Slave of"	"Slave of Busasa"	"T06863"	"VAT 4078"		"VS 5, 25"	"Ibnāya A"	"Legal document"	"receipt"	"Borsippa"	"22.4.06 Nabonidus"	Nabonidus	10
"P20768"	P20622	"Slave of"	"Slave of Busasa"	"T06863"	"VAT 4078"		"VS 5, 25"	"Ibnāya A"	"Legal document"	"receipt"	"Borsippa"	"22.4.06 Nabonidus"	Nabonidus	10
"P20807"	P20622	"Slave of"	"Slave of Busasa"	"T06863"	"VAT 4078"		"VS 5, 25"	"Ibnāya A"	"Legal document"	"receipt"	"Borsippa"	"22.4.06 Nabonidus"	Nabonidus	10
"P20828"	P20622	"Slave of"	"Slave of Busasa"	"T06863"	"VAT 4078"		"VS 5, 25"	"Ibnāya A"	"Legal document"	"receipt"	"Borsippa"	"22.4.06 Nabonidus"	Nabonidus	10
"P20751"	P20750	"Slave of"	"Slave of Hanašu"	"T06863"	"VAT 4078"		"VS 5, 25"	"Ibnāya A"	"Legal document"	"receipt"	"Borsippa"	"22.4.06 Nabonidus"	Nabonidus	10
"P20799"	P20750	"Slave of"	"Slave of Hanašu"	"T06863"	"VAT 4078"		"VS 5, 25"	"Ibnāya A"	"Legal document"	"receipt"	"Borsippa"	"22.4.06 Nabonidus"	Nabonidus	10
"P20805"	P20750	"Slave of"	"Slave of Hanašu"	"T06863"	"VAT 4078"		"VS 5, 25"	"Ibnāya A"	"Legal document"	"receipt"	"Borsippa"	"22.4.06 Nabonidus"	Nabonidus	10
"P20807"	P20750	"Slave of"	"Slave of Hanašu"	"T06863"	"VAT 4078"		"VS 5, 25"	"Ibnāya A"	"Legal document"	"receipt"	"Borsippa"	"22.4.06 Nabonidus"	Nabonidus	10
"P20824"	P20750	"Slave of"	"Slave of Hanašu"	"T06863"	"VAT 4078"		"VS 5, 25"	"Ibnāya A"	"Legal document"	"receipt"	"Borsippa"	"22.4.06 Nabonidus"	Nabonidus	10
"P20619"	P20641	"Slave of"	"Slave of Nādinu"	"T06863"	"VAT 4078"		"VS 5, 25"	"Ibnāya A"	"Legal document"	"receipt"	"Borsippa"	"22.4.06 Nabonidus"	Nabonidus	10
"P20751"	P20641	"Slave of"	"Slave of Nādinu"	"T06863"	"VAT 4078"		"VS 5, 25"	"Ibnāya A"	"Legal document"	"receipt"	"Borsippa"	"22.4.06 Nabonidus"	Nabonidus	10
"P20768"	P20641	"Slave of"	"Slave of Nādinu"	"T06863"	"VAT 4078"		"VS 5, 25"	"Ibnāya A"	"Legal document"	"receipt"	"Borsippa"	"22.4.06 Nabonidus"	Nabonidus	10
"P20799"	P20641	"Slave of"	"Slave of Nādinu"	"T06863"	"VAT 4078"		"VS 5, 25"	"Ibnāya A"	"Legal document"	"receipt"	"Borsippa"	"22.4.06 Nabonidus"	Nabonidus	10
"P20805"	P20641	"Slave of"	"Slave of Nādinu"	"T06863"	"VAT 4078"		"VS 5, 25"	"Ibnāya A"	"Legal document"	"receipt"	"Borsippa"	"22.4.06 Nabonidus"	Nabonidus	10
"P20807"	P20641	"Slave of"	"Slave of Nādinu"	"T06863"	"VAT 4078"		"VS 5, 25"	"Ibnāya A"	"Legal document"	"receipt"	"Borsippa"	"22.4.06 Nabonidus"	Nabonidus	10
"P20824"	P20641	"Slave of"	"Slave of Nādinu"	"T06863"	"VAT 4078"		"VS 5, 25"	"Ibnāya A"	"Legal document"	"receipt"	"Borsippa"	"22.4.06 Nabonidus"	Nabonidus	10
"P20828"	P20641	"Slave of"	"Slave of Nādinu"	"T06863"	"VAT 4078"		"VS 5, 25"	"Ibnāya A"	"Legal document"	"receipt"	"Borsippa"	"22.4.06 Nabonidus"	Nabonidus	10
"P20622"	P20644	"Wife of"	"Wife of Nabû-šumu-ukīn"	"T06863"	"VAT 4078"		"VS 5, 25"	"Ibnāya A"	"Legal document"	"receipt"	"Borsippa"	"22.4.06 Nabonidus"	Nabonidus	10
"P20622"	P20639	"Wife of"	"Wife of Niqūdu"	"T06863"	"VAT 4078"		"VS 5, 25"	"Ibnāya A"	"Legal document"	"receipt"	"Borsippa"	"22.4.06 Nabonidus"	Nabonidus	10
"P20637"	P20639	"Wife of"	"Wife of Niqūdu"	"T06863"	"VAT 4078"		"VS 5, 25"	"Ibnāya A"	"Legal document"	"receipt"	"Borsippa"	"22.4.06 Nabonidus"	Nabonidus	10
"P20356"	P20211	"Agent of"	"Agent of Bēl-iddin"	"T06864"	"BM 32862"		"Cyr 245"	"Egibi Nūr-Sîn"	"Legal document"	"receipt"	"Babylon"	"04.1.07 Cyrus"	Cyrus	11
"P20356"	P20438	"Agent of"	"Agent of Rēmūtu"	"T06864"	"BM 32862"		"Cyr 245"	"Egibi Nūr-Sîn"	"Legal document"	"receipt"	"Babylon"	"04.1.07 Cyrus"	Cyrus	11
"P20211"	P20356	"Represented by"	"Represented by Nabû-mukīn-apli"	"T06864"	"BM 32862"		"Cyr 245"	"Egibi Nūr-Sîn"	"Legal document"	"receipt"	"Babylon"	"04.1.07 Cyrus"	Cyrus	11
"P20438"	P20356	"Represented by"	"Represented by Nabû-mukīn-apli"	"T06864"	"BM 32862"		"Cyr 245"	"Egibi Nūr-Sîn"	"Legal document"	"receipt"	"Babylon"	"04.1.07 Cyrus"	Cyrus	11
"P02101"	P20197	"Master of"	"Master of Ina-qātē-Nabû-bulluṭ"	"T06865"	"BM 30952"		"Cyr 248"	"Egibi Nūr-Sîn"	"Legal document"	"apprenticeship"	"Babylon"	"19.1.07 Cyrus"	Cyrus	11
"P26827"	P29348	"Master of"	"Master of Rīhētu"	"T06865"	"BM 30952"		"Cyr 248"	"Egibi Nūr-Sîn"	"Legal document"	"apprenticeship"	"Babylon"	"19.1.07 Cyrus"	Cyrus	11
"P29348"	P26827	"Slave of"	"Slave of Basia"	"T06865"	"BM 30952"		"Cyr 248"	"Egibi Nūr-Sîn"	"Legal document"	"apprenticeship"	"Babylon"	"19.1.07 Cyrus"	Cyrus	11
"P20197"	P02101	"Slave of"	"Slave of Itti-Marduk-balāṭu"	"T06865"	"BM 30952"		"Cyr 248"	"Egibi Nūr-Sîn"	"Legal document"	"apprenticeship"	"Babylon"	"19.1.07 Cyrus"	Cyrus	11
"P20130"	P19310	"Child of"	"Child of Nanāya-kilīlu-uṣur"	"T06867"	"BM 30903"		"Cyr 252"	"Egibi Nūr-Sîn"	"Legal document"	"promissory note, with pledge"	"Babylon"	"13.2.07 Cyrus"	Cyrus	11
"P19310"	P20130	"Mother of"	"Mother of Tabluṭ"	"T06867"	"BM 30903"		"Cyr 252"	"Egibi Nūr-Sîn"	"Legal document"	"promissory note, with pledge"	"Babylon"	"13.2.07 Cyrus"	Cyrus	11
"P20429"	P23341	"Master of"	"Master of Bēl-aplu-uṣur"	"T06868"	"BM 30963"		"Cyr 254"	"Egibi Nūr-Sîn"	"Legal document"	"promissory note, with pledge and interest"	"Babylon"	"20.3.07 Cyrus"	Cyrus	11
"P23341"	P20429	"Slave of"	"Slave of Rēmūt-Nanāya"	"T06868"	"BM 30963"		"Cyr 254"	"Egibi Nūr-Sîn"	"Legal document"	"promissory note, with pledge and interest"	"Babylon"	"20.3.07 Cyrus"	Cyrus	11
"P16420"	P20956	"Master of"	"Master of Atkal-ana-mār-Esagil"	"T06871"	"BM 31906"		"Cyr 270"	"Egibi Nūr-Sîn"	"Legal document"	"promissory note"	"Babylon"	"20.9.07 Cyrus"	Cyrus	11
"P20956"	P16420	"Slave of"	"Slave of Cambyses"	"T06871"	"BM 31906"		"Cyr 270"	"Egibi Nūr-Sîn"	"Legal document"	"promissory note"	"Babylon"	"20.9.07 Cyrus"	Cyrus	11
"P15356"	P18940	"Brother of"	"Brother of Bēl-kēšir"	"T06875"	"BM 30724"		"Cyr 302"	"Egibi Nūr-Sîn"	"Legal document"	"oath"	"Babylon"	"22.2.08 Cyrus"	Cyrus	11
"P18940"	P15356	"Brother of"	"Brother of Itti-Nabû-balāṭu"	"T06875"	"BM 30724"		"Cyr 302"	"Egibi Nūr-Sîn"	"Legal document"	"oath"	"Babylon"	"22.2.08 Cyrus"	Cyrus	11
"P02101"	P20056	"Master of"	"Master of Atkal-ana-Marduk"	"T06876"	"BM 34534"		"Cyr 315"	"Egibi Nūr-Sîn"	"Legal document"	"receipt"	"Babylon"	"30.5.08 Cyrus"	Cyrus	11
"P20056"	P02101	"Slave of"	"Slave of Itti-Marduk-balāṭu"	"T06876"	"BM 34534"		"Cyr 315"	"Egibi Nūr-Sîn"	"Legal document"	"receipt"	"Babylon"	"30.5.08 Cyrus"	Cyrus	11
"P20721"	P20791	"Child of"	"Child of Mār-bīti-iqbi"	"T06877"	"BM 29198"		"No publication"	"Ibnāya A"	"Legal document"	"annulment"	"Broken/Unclear"	"30.1.06 Nabonidus"	Nabonidus	10
"P20791"	P20721	"Father of"	"Father of Marduk-zēru-ibni"	"T06877"	"BM 29198"		"No publication"	"Ibnāya A"	"Legal document"	"annulment"	"Broken/Unclear"	"30.1.06 Nabonidus"	Nabonidus	10
