Tablet ID	Orig Tablet ID	Museum nr	Excavation_NR	Publication	Archive	Text type	Subtype	Main Objects	Place of writing	Babylonian date (D.M.Y King)	Julian date	Comments	CDLI	BM	Nabucco	Achemenet	Oracc	Author	Attestation ids	Orig. Attestation ids	
T06699	6699	BM 30898		Wunsch 2000b, no. 200	Egibi Nūr-Sîn	Legal document	promissory note	"eqlu (field); kaspu (silver); rīhtu/rīhitu (remainder, rest); šīmu (price)"	Babylon	12.1.3 Darius I	519		-	https://www.britishmuseum.org/collection/object/W_1876-1117-625	https://nabucco.arts.kuleuven.be/item/32338	http://www.achemenet.com/en/item/?/textual-sources/texts-by-publication/Wunsch_CM_20/1328788	-	Maarja Seire (12/05/2020)	"""A56763; A56764; A56765; A56766; A56767; A56768; A56769"""	"56763; 56764; 56765; 56766; 56767; 56768; 56769"	
T06700	6700	BM 33087		Wunsch 2000b, no. 201	Egibi Nūr-Sîn	Legal document	receipt	"bāb nār Kutê labīru (entrance of the old Cutha-canal); harrānu (business venture); kaspu (silver); nikkassu (account); qīštu (gift); rīhtu/rīhitu (remainder, rest); šīmu (price); u’iltu (promissory note); zēru (arable land)"	Babylon	2.12.10 Darius I	511	The size of the land plot is not mentioned.	-	https://www.britishmuseum.org/collection/object/W_1879-0301-13	-	http://www.achemenet.com/en/item/?/textual-sources/texts-by-publication/Wunsch_CM_20/1328791		Maarja Seire (12/05/2020)	"""A56770; A56771; A56772; A56773; A56774; A56775; A56776; A56777; A56778; A56779; A56780; A56781; A56782; A56783"""	"56770; 56771; 56772; 56773; 56774; 56775; 56776; 56777; 56778; 56779; 56780; 56781; 56782; 56783"	
T06701	6701	MNB 1126		Wunsch 2000b, no. 202B	Egibi Nūr-Sîn	Legal document	NN	NN	Babylon	6.2.12 Darius I	510	See the duplicate BM 32872 (Wunsch 2000b, no. 202A).	https://cdli.ucla.edu/P387255	-	https://nabucco.arts.kuleuven.be/item/29500	http://www.achemenet.com/en/item/?/textual-sources/texts-by-publication/Wunsch_CM_20/1328794	-	Maarja Seire (12/05/2020)	NN	NN	
T06702	6702	BM 32872		Wunsch 2000b, no. 202A	Egibi Nūr-Sîn	Legal document	purchase	"atru (additional payment); eqel ṣēri (open country); gizzat šarri (gizzatu land of the king); kaspu (silver); kaspu šibirtu (silver in pieces); kirî gišimmarī zaqpu iṣṣi bilti (grove planted with fruit-bearing date palms); kišād Nār-eššu (bank of Nār-eššu); limītu (area); mahīru (market rate); šīmu (price); zēru (arable land)"	Babylon	6.2.12 Darius I	510	The end of the document also mentions measuring the land in the future and adjusting the price accordingly.	https://cdli.ucla.edu/P507707	https://www.britishmuseum.org/collection/object/W_1877-1114-1-1	https://nabucco.arts.kuleuven.be/item/28570	http://www.achemenet.com/en/item/?/textual-sources/texts-by-publication/Wunsch_CM_20/1328794		Maarja Seire (12/05/2020)	"""A56784; A56785; A56786; A56787; A56788; A56789; A56791; A56792; A56793; A56794; A56795; A56797; A56798; A56799; A56800; A56801; A56802; A56803; A56804; A56805"""	"56784; 56785; 56786; 56787; 56788; 56789; 56791; 56792; 56793; 56794; 56795; 56797; 56798; 56799; 56800; 56801; 56802; 56803; 56804; 56805"	
T06703	6703	BM 41743		Wunsch 2000b, no. 203	Egibi Nūr-Sîn	Legal document	lease contract (ana nukuribbūti)	zēru zaqpu (land planted with date palms)	Dūru-ša-karrabbi	.0. Darius I	-	The tablet is very fragmentary. The period of the lease and the details of the contract are not preserved.	-	https://www.britishmuseum.org/collection/object/W_1881-0625-362	https://nabucco.arts.kuleuven.be/item/30397	http://www.achemenet.com/en/item/?/textual-sources/texts-by-publication/Wunsch_CM_20/1328797		Maarja Seire (14/05/2020)	"""A56806; A56807; A56808; A56809; A56810; A56811; A56812; A56813; A56814"""	"56806; 56807; 56808; 56809; 56810; 56811; 56812; 56813; 56814"	
T06704	6704	BM 30891		Wunsch 2000b, no. 204	Egibi Nūr-Sîn	Legal document	promissory note	"biltu ša huṣābi (load of palm-frond ribs); bīt ritti (bīt ritti estate); darīku (container); eqlu (field); gipû (date basket); imittu (assessed rent); mangāgu (date palm fibres); šugarrû (date palm product); suluppū (dates); tuhallu (palm-leaf basket); uhinnu (green dates)"	Dūru-ša-karrabbi	19.5.12 Darius I	after 510		-	https://www.britishmuseum.org/collection/object/W_1876-1117-618	https://nabucco.arts.kuleuven.be/item/30640	http://www.achemenet.com/en/item/?/textual-sources/texts-by-publication/Wunsch_CM_20/1328800	-	Maarja Seire (14/05/2020)	"""A56815; A56816; A56817; A56818; A56819; A56820; A56821; A56822; A56824; A56826"""	"56815; 56816; 56817; 56818; 56819; 56820; 56821; 56822; 56824; 56826"	
T06705	6705	BM 31527		Wunsch 2000b, no. 205	Egibi Nūr-Sîn	Legal document	receipt	"hanšû (hanšû-land); imittu (assessed rent); suluppū (dates)"	Babylon	28.11.12 Darius I	509		-	https://www.britishmuseum.org/collection/object/W_1876-1117-1254	https://nabucco.arts.kuleuven.be/item/31027	http://www.achemenet.com/en/item/?/textual-sources/texts-by-publication/Wunsch_CM_20/1328803	-	Maarja Seire (14/05/2020)	"""A56827; A56828; A56829; A56830; A56831; A56832; A56833; A56835; A56836; A56837; A56838"""	"56827; 56828; 56829; 56830; 56831; 56832; 56833; 56835; 56836; 56837; 56838"	
T06706	6706	BM 31913		Wunsch 2000b, no. 206	Egibi Nūr-Sîn	Legal document	purchase	"eqlu (field); kaspu (silver); šīmu (price); zēru (arable land)"	Broken/Unclear	NN	-	The tablet is broken. The sealings or fingernail markings are not attested. Note that Wunsch's copy seems to have a partial name for the third witness/scribe, but her edition does not mention it.	-	https://www.britishmuseum.org/collection/object/W_1876-1117-1640	-	http://www.achemenet.com/en/item/?/textual-sources/texts-by-publication/Wunsch_CM_20/1328806	-	Maarja Seire (14/05/2020)	"""A56839; A56840; A56841; A56842; A56843"""	"56839; 56840; 56841; 56842; 56843"	
T06707	6707	BM 30307		Wunsch 2000b, no. 207	Egibi Nūr-Sîn	Legal document	receipt	"bītu (house); gabrû (copy); kalû u gabību (land of bad quality); kaspu peṣû (white silver); mahīru (market rate); šīmu (price); ṭuppu (tablet, record); zēru (arable land); zēru zaqpu (land planted with date palms)"	Babylon	2.10.23 Darius I	499	If any document related to the purchase is found at the seller's house it belongs to the buyer.	-	https://www.britishmuseum.org/collection/object/W_1876-1117-27	https://nabucco.arts.kuleuven.be/item/29128	http://www.achemenet.com/en/item/?/textual-sources/texts-by-publication/Wunsch_CM_20/1328809	-	Maarja Seire (14/05/2020)	"""A56844; A56845; A56846; A56847; A56848; A56849; A56850; A56851; A56852; A56854; A56855"""	"56844; 56845; 56846; 56847; 56848; 56849; 56850; 56851; 56852; 56854; 56855"	
T06708	6708	BM 32350		Wunsch 2000b, no. 208	Egibi Nūr-Sîn	Legal document	purchase	"atru (additional payment); eqlu (field); kaspu (silver); kaspu šibirtu (silver in pieces); kišubbû (unbuilt land, fallow land); šīmu (price); zēru (arable land)"	Broken/Unclear	NN	-	The tablet has fingernails but is unsealed. The document is very fragmentary.	-	https://www.britishmuseum.org/collection/object/W_1876-1117-2082	https://nabucco.arts.kuleuven.be/item/29383	http://www.achemenet.com/en/item/?/textual-sources/texts-by-publication/Wunsch_CM_20/1328812		Maarja Seire (14/05/2020)	"""A56856; A56857; A56858; A56859"""	"56856; 56857; 56858; 56859"	
T06709	6709	BM 33132		Wunsch 2000b, no. 209	Egibi Nūr-Sîn	Legal document	receipt	"abullu (gate); kaspu bitqu nuhhutu (scrap silver with 1/8 alloy); šīmu (price); zēru (arable land)"	Hursag-kalamma	4.5.11 Darius I	511		-	https://www.britishmuseum.org/collection/object/W_1879-0730-33	https://nabucco.arts.kuleuven.be/item/28876	http://www.achemenet.com/en/item/?/textual-sources/texts-by-publication/Wunsch_CM_20/1328815		Maarja Seire (14/05/2020)	"""A56860; A56861; A56862; A56863; A56864; A56865; A56866; A56867; A56868; A56869; A56870"""	"56860; 56861; 56862; 56863; 56864; 56865; 56866; 56867; 56868; 56869; 56870"	
T06710	6710	BM 32168		Wunsch 2000b, no. 210	Egibi Nūr-Sîn	Legal document	broken/uncertain	broken/unclear	Broken/Unclear	NN	-	A very small fragment relating to a purchase of land. The edges with possible sealings and fingernail marks are broken. The price was possibly 1 mina (or more) of silver.	-	https://www.britishmuseum.org/collection/object/W_1876-1117-1895	https://nabucco.arts.kuleuven.be/item/30139	http://www.achemenet.com/en/item/?/textual-sources/texts-by-publication/Wunsch_CM_20/1328818		Maarja Seire (14/05/2020)	"""A56871; A56872"""	"56871; 56872"	
T06711	6711	BM 31302		Wunsch 2000b, no. 211	Egibi Nūr-Sîn	Legal document	promissory note	"biltu ša huṣābi (load of palm-frond ribs); eqlu (field); gipû (date basket); gišimmaru (date palm grove); habû uhinni (a tax on the date harvest); harru (canal); haṣāru (enclosure, storehouse); imittu (assessed rent); mangāgu (date palm fibres); šibbu (mng. unknown); šugarrû (date palm product); suluppū (dates); tuhallu (palm-leaf basket)"	Ālu-ša-Bēl-ittannu	26.6.4 Darius I	518		-	https://www.britishmuseum.org/collection/object/W_1876-1117-1029	https://nabucco.arts.kuleuven.be/item/30493	http://www.achemenet.com/en/item/?/textual-sources/texts-by-publication/Wunsch_CM_20/1328821	-	Maarja Seire (15/05/2020)	"""A56873; A56874; A56875; A56876; A56877; A56878; A56879; A56880; A56881"""	"56873; 56874; 56875; 56876; 56877; 56878; 56879; 56880; 56881"	
T06712	6712	BM 32876		Wunsch 2000b, no. 212	Egibi Nūr-Sîn	Legal document	lease contract (ana nukuribbūti)	"gapnu (bush); harru (canal); hašhūru (apple tree); kaparru (spadix of the date palm); kaspu (silver); kirû (orchard); limītu (fruit trees); lurmû, lurindu (pomegranate); nāru (canal, river); raṭbu (moist, fresh; live part of date palm); šaṭāru (record); šissinnu (gardener’s remuneration); suluppū (dates); tittu (fig tree); zēru (arable land); zēru zaqpu (land planted with date palms); zittu (share)"	Babylon	17.14.5 Darius I	516	Lease of land for 5 years. The lessee will have 1/3 share of the yield of the trees he has planted for 10 years.	-	https://www.britishmuseum.org/collection/object/W_1877-1114-5	https://nabucco.arts.kuleuven.be/item/28780	http://www.achemenet.com/en/item/?/textual-sources/texts-by-publication/Wunsch_CM_20/1328824	-	Maarja Seire (15/05/2020)	"""A56882; A56883; A56884; A56885; A56886; A56887; A56888; A56889; A56890"""	"56882; 56883; 56884; 56885; 56886; 56887; 56888; 56889; 56890"	
T06713	6713	BM 30711		Wunsch 2000b, no. 213	Egibi Nūr-Sîn	Legal document	promissory note	"broken/unclear; darīku (container); eqlu (field); gipû (date basket); gišimmaru (date palm grove); harru (canal); haṣāru (enclosure, storehouse); imittu (assessed rent); mangāgu (date palm fibres); šibbu (mng. unknown); suluppū (dates)"	Ālu-ša-Ubār	19.5.17 Darius I	505		-	https://www.britishmuseum.org/collection/object/W_1876-1117-438	https://nabucco.arts.kuleuven.be/item/31468	http://www.achemenet.com/en/item/?/textual-sources/texts-by-publication/Wunsch_CM_20/1328827		Maarja Seire (15/05/2020)	"""A56891; A56892; A56893; A56894; A56896; A56897; A56899; A56900; A56901"""	"56891; 56892; 56893; 56894; 56896; 56897; 56899; 56900; 56901"	
T06714	6714	BM 32098		Wunsch 2000b, no. 214	Egibi Nūr-Sîn	Legal document	lease contract (ana nukuribbūti)	zēru (arable land)	Babylon	13.5.20 Darius I	502	The end of the obverse and the beginning of the reverse are broken.	-	https://www.britishmuseum.org/collection/object/W_1876-1117-1825	https://nabucco.arts.kuleuven.be/item/29284	http://www.achemenet.com/en/item/?/textual-sources/texts-by-publication/Wunsch_CM_20/1328830		Maarja Seire (16/05/2020)	"""A56902; A56903; A56904; A56905; A56906; A56907; A56908; A56909"""	"56902; 56903; 56904; 56905; 56906; 56907; 56908; 56909"	
T06715	6715	BM 30497		Wunsch 2000b, no. 215	Egibi Nūr-Sîn	Legal document	promissory note	"biltu ša huṣābi (load of palm-frond ribs); darīku (container); eqlu (field); gipû (date basket); gugallu (tax payable to the gugallu); haṣāru (enclosure, storehouse); imittu (assessed rent); mangāgu (date palm fibres); šissinnu (gardener’s remuneration); suluppū (dates); tuhallu (palm-leaf basket)"	Babylon	7.6.4 Darius I	518		-	https://www.britishmuseum.org/collection/object/W_1876-1117-224	https://nabucco.arts.kuleuven.be/item/30775	http://www.achemenet.com/en/item/?/textual-sources/texts-by-publication/Wunsch_CM_20/1328833		Maarja Seire (16/05/2020)	"""A56910; A56911; A56912; A56914; A56915; A56916"""	"56910; 56911; 56912; 56914; 56915; 56916"	
T06716	6716	BM 31514		Wunsch 2000b, no. 216B	Egibi Nūr-Sîn	Legal document	NN	NN	Babylon	5.11.19 Darius I	502	See the duplicate BM 31049 (Wunsch 2000b, no. 216A).	-	https://www.britishmuseum.org/collection/object/W_1876-1117-1241	https://nabucco.arts.kuleuven.be/item/30214	http://www.achemenet.com/en/item/?/textual-sources/texts-by-publication/Wunsch_CM_20/1328836	-	Maarja Seire (16/05/2020)	NN	NN	
T06717	6717	BM 31049		Wunsch 2000b, no. 216A	Egibi Nūr-Sîn	Legal document	receipt	"bābu (sector of a field); kaspu (silver); kaspu peṣû bitqu (white silver with 1/8 alloy); šīmu (price); zēru (arable land); zēru zaqpu (land planted with date palms); zittu (share)"	Babylon	5.11.19 Darius I	502		-	https://www.britishmuseum.org/collection/object/W_1876-1117-776	-	http://www.achemenet.com/en/item/?/textual-sources/texts-by-publication/Wunsch_CM_20/1328836		Maarja Seire (16/05/2020)	"""A56917; A56918; A56919; A56920; A56922; A56923; A56924; A56925; A56926; A56927; A56928; A56929"""	"56917; 56918; 56919; 56920; 56922; 56923; 56924; 56925; 56926; 56927; 56928; 56929"	
T06718	6718	BM 31019		Wunsch 2000b, no. 217	Egibi Nūr-Sîn	Legal document	receipt	"giṭṭu (receipt); kunukku (sealed tablet); nāru (canal, river); uṭṭatu (barley)"	Babylon	28.4.11 Darius I	511	It is unclear how some of the people mentioned relate to the main transaction. See NaBuCCo for the paraphrase.	-	https://www.britishmuseum.org/collection/object/W_1876-1117-746	https://nabucco.arts.kuleuven.be/item/30400	http://www.achemenet.com/en/item/?/textual-sources/texts-by-publication/Wunsch_CM_20/1328839		Maarja Seire (16/05/2020)	"""A56930; A56931; A56932; A56934; A56935; A56936; A56937; A56938; A56939; A56940; A56941; A56942; A56943; A56944; A56945; A56946; A58602"""	"56930; 56931; 56932; 56934; 56935; 56936; 56937; 56938; 56939; 56940; 56941; 56942; 56943; 56944; 56945; 56946; 58602"	
T06719	6719	BM 30592		Wunsch 2000b, no. 218	Egibi Nūr-Sîn	Legal document	receipt	"broken/unclear; eqlu (field); kaspu (silver); uṭṭatu (barley)"	Babylon	12.2.14 Darius I	508		-	https://www.britishmuseum.org/collection/object/W_1876-1117-319	https://nabucco.arts.kuleuven.be/item/31987	http://www.achemenet.com/en/item/?/textual-sources/texts-by-publication/Wunsch_CM_20/1328842		Maarja Seire (16/05/2020)	"""A56947; A56948; A56950; A56951; A56952; A56953; A56955; A56956; A56957; A56958; A56959; A56960; A56961"""	"56947; 56948; 56950; 56951; 56952; 56953; 56955; 56956; 56957; 56958; 56959; 56960; 56961"	
T06720	6720	BM 30773		Wunsch 2000b, no. 219	Egibi Nūr-Sîn	Legal document	receipt	"ebūru (harvest); eqlu (field); giṭṭu (receipt); kunukku (sealed tablet); uṭṭatu (barley); zēru (arable land)"	Babylon	11.11.14 Darius I	507		-	https://www.britishmuseum.org/collection/object/W_1876-1117-500	https://nabucco.arts.kuleuven.be/item/30595	http://www.achemenet.com/en/item/?/textual-sources/texts-by-publication/Wunsch_CM_20/1328845	-	Maarja Seire (16/05/2020)	"""A56962; A56963; A56964; A56965; A56966; A56967; A56968; A56969; A56970; A56971; A56972; A56973; A56974; A56975; A56976; A56977; A56978"""	"56962; 56963; 56964; 56965; 56966; 56967; 56968; 56969; 56970; 56971; 56972; 56973; 56974; 56975; 56976; 56977; 56978"	
T06721	6721	Rm. 687		Wunsch 2000b, no. 220	Egibi Nūr-Sîn	Legal document	promissory note	"eqlu (field); imittu (assessed rent); suluppū (dates); zittu (share)"	Bīt-Hahhūru	7.8.26 Darius I	496	The end of the obverse and the beginning of the reverse are broken off.	-	https://www.britishmuseum.org/collection/object/W_Rm-687	https://nabucco.arts.kuleuven.be/item/30919	http://www.achemenet.com/en/item/?/textual-sources/texts-by-publication/Wunsch_CM_20/1328848		Maarja Seire (16/05/2020)	"""A56979; A56980; A56981; A56982"""	"56979; 56980; 56981; 56982"	
T06722	6722	LB 1808		No publication	Ṣāhit-ginê B	Legal document	promissory note	"kaspu peṣû bitqu nuhhutu lā ginnu (white scrap unstamped silver with 1/8 alloy); qaqqadu (capital)"	Sippar	.8.16 Darius I								Melanie Groß (19/05/2020)	"""A56984; A56985; A56986; A56987; A56988; A56989; A56990; A56991"""	"56984; 56985; 56986; 56987; 56988; 56989; 56990; 56991"	
T06723	6723	Ash. 1933.1129		OECT 10, 144	Ṣāhit-ginê B	Legal document	receipt	"Aya; makkūru (property); paspasu (duck); Šamaš; sattukku (type of offering)"	Sippar	3.0.18 Darius I			http://cdli.ucla.edu/dl/photo/P385157.jpg					Melanie Groß (19/05/2020)	"""A56992; A56993; A56994"""	"56992; 56993; 56994"	
T06724	6724	FLP 702		No publication	Ṣāhit-ginê B	Legal document	receipt	"bītu (house); makkūru (property); paspasu (duck); Šamaš; sattukku (type of offering)"	Sippar	16.0.20 Darius I			https://cdli.ucla.edu/dl/photo/P459632.jpg					Melanie Groß (19/05/2020)	"""A56995; A56996; A56997; A56998; A56999; A57000; A57001; A57002; A57003"""	"56995; 56996; 56997; 56998; 56999; 57000; 57001; 57002; 57003"	
T06725	6725	BM 41433		Wunsch 2000b, no. 221	Egibi Nūr-Sîn	Legal document	purchase by proxy	"abulli Uraš (Uraš Gate); eqel ṣēri (open country); kaspu (silver); kaspu peṣû (white silver); kirî gišimmarī (date palm grove); pīhat Bābili (district of Babylon); šaṭāru (record); zēru (arable land); zēru zaqpu (land planted with date palms); zittu (share)"	Babylon	24.1.18 Darius I	504		-	https://www.britishmuseum.org/collection/object/W_1881-0625-44	https://nabucco.arts.kuleuven.be/item/29512	http://www.achemenet.com/en/item/?/textual-sources/texts-by-publication/Wunsch_CM_20/1328851		Maarja Seire (20/05/2020)	"""A57007; A57008; A57009; A57011; A57012; A57013; A57014; A57015; A57016; A57017; A57018; A57019"""	"57007; 57008; 57009; 57011; 57012; 57013; 57014; 57015; 57016; 57017; 57018; 57019"	
T06726	6726	BM 32525+		Wunsch 2000b, no. 222	Egibi Nūr-Sîn	Legal document	annulment	"bītu (estate, plot of land); hubullu (interest); kaspu (silver); mērešu (grain-cultivated land); qanû (plot of land); rašûtu (credit); ṭuppi mahīru (purchase document); ugāru (meadowland); zēru zaqpu (land planted with date palms)"	Babylon	29.1. Darius I	-	At least some of the silver (context broken) and its interest were paid for the purchase of land and house plot, but some time later the purchase is annulled. The purchase document is given back to the seller.	https://cdli.ucla.edu/P405017	https://www.britishmuseum.org/collection/object/W_1876-1117-2267	https://nabucco.arts.kuleuven.be/item/30472	http://www.achemenet.com/en/item/?/textual-sources/texts-by-publication/Wunsch_CM_20/1328854		Maarja Seire (20/05/2020)	"""A57020; A57021; A57022; A57023; A57024; A57026; A57027; A57028; A57030; A57031; A57032; A57033"""	"57020; 57021; 57022; 57023; 57024; 57026; 57027; 57028; 57030; 57031; 57032; 57033"	
T06727	6727	BM 31256		Wunsch 2000b, no. 223	Egibi Nūr-Sîn	Legal document	promissory note	"imittu (assessed rent); rīhtu/rīhitu (remainder, rest); suluppū (dates)"	Cutha	20.12.1 Nabonidus	554		-	https://www.britishmuseum.org/collection/object/W_1876-1117-983	https://nabucco.arts.kuleuven.be/item/31357	http://www.achemenet.com/en/item/?/textual-sources/texts-by-publication/Wunsch_CM_20/1328857		Maarja Seire (20/05/2020)	"""A57034; A57035; A57037; A57038; A57039; A57040"""	"57034; 57035; 57037; 57038; 57039; 57040"	
T06728	6728	BM 32789		Wunsch 2000b, no. 224	Egibi Nūr-Sîn	Legal document	promissory note	"broken/unclear; darīku (container); gipû (date basket); huṣābu (rib of palm frond); raṭbu (moist, fresh; live part of date palm)"	Broken/Unclear	NN	-	The tablet is very damaged.	-	https://www.britishmuseum.org/collection/object/W_1876-1117-2561	https://nabucco.arts.kuleuven.be/item/31915	http://www.achemenet.com/en/item/?/textual-sources/texts-by-publication/Wunsch_CM_20/1328860		Maarja Seire (20/05/2020)	"""A57041; A57042; A57043; A57044; A57045"""	"57041; 57042; 57043; 57044; 57045"	
T06729	6729	BM 30684		Wunsch 2000b, no. 225	Egibi Nūr-Sîn	Legal document	lease contract (ana nukuribbūti)	"harūtu (date palm branch); libbu (heart of date palm); namgaru (irrigation canal); zēru (arable land)"	Babylon	30.13.11 Nabonidus	544	The duration of the lease is not specified.	-	https://www.britishmuseum.org/collection/object/W_1876-1117-411	https://nabucco.arts.kuleuven.be/item/28906	http://www.achemenet.com/en/item/?/textual-sources/texts-by-publication/Wunsch_CM_20/1328863		Maarja Seire (20/05/2020)	"""A57046; A57047; A57048; A57049; A57050; A57051"""	"57046; 57047; 57048; 57049; 57050; 57051"	
T06730	6730	BM 31171		Wunsch 2000b, no. 226	Egibi Nūr-Sîn	Legal document	promissory note	"kaspu (silver); kunāšu (emmer); u’iltu (promissory note)"	Babylon	11.10.8 Cyrus	531	Time period: adi ṭuppi ana ṭuppi (1 year period).	-	https://www.britishmuseum.org/collection/object/W_1876-1117-898	https://nabucco.arts.kuleuven.be/item/32626	http://www.achemenet.com/en/item/?/textual-sources/texts-by-publication/Wunsch_CM_20/1328866	-	Maarja Seire (20/05/2020)	"""A57052; A57053; A57054; A57055; A57057; A57058; A57059"""	"57052; 57053; 57054; 57055; 57057; 57058; 57059"	
T06731	6731	BM 31112		Wunsch 2000b, no. 227	Egibi Nūr-Sîn	Legal document	promissory note	"biltu ša huṣābi (load of palm-frond ribs); darīku (container); eqlu (field); gipû (date basket); haṣāru (enclosure, storehouse); imittu (assessed rent); mangāgu (date palm fibres); rašûtu (credit); šissinnu (gardener’s remuneration); suluppū (dates); tuhallu (palm-leaf basket); zēru (arable land)"	Babylon	20.6.0 Cambyses	530		-	https://www.britishmuseum.org/collection/object/W_1876-1117-839	https://nabucco.arts.kuleuven.be/item/32149	http://www.achemenet.com/en/item/?/textual-sources/texts-by-publication/Wunsch_CM_20/1328869	-	Maarja Seire (20/05/2020)	"""A57060; A57061; A57062; A57063; A57064; A57065; A57066"""	"57060; 57061; 57062; 57063; 57064; 57065; 57066"	
T06732	6732	BM 30452		Wunsch 2000b, no. 228B	Egibi Nūr-Sîn	Legal document	NN	NN	Babylon	28.6.6 Cambyses	524	See the duplicate BM 31002 (Wunsch 2000b, no. 228A).	-	https://www.britishmuseum.org/collection/object/W_1876-1117-179	-	http://www.achemenet.com/en/item/?/textual-sources/texts-by-publication/Wunsch_CM_20/1328872		Maarja Seire (20/05/2020)	NN	NN	
T06733	6733	BM 31002		Wunsch 2000b, no. 228A	Egibi Nūr-Sîn	Legal document	promissory note	"darīku (container); gipû (date basket); imittu (assessed rent); mangāgu (date palm fibres); suluppū (dates); tuhallu (palm-leaf basket)"	Babylon	28.6.6 Cambyses	524		-	https://www.britishmuseum.org/collection/object/W_1876-1117-729	https://nabucco.arts.kuleuven.be/item/30622	http://www.achemenet.com/en/item/?/textual-sources/texts-by-publication/Wunsch_CM_20/1328872		Maarja Seire (20/05/2020)	"""A57067; A57068; A57069; A57070; A57071; A57073"""	"57067; 57068; 57069; 57070; 57071; 57073"	
T06734	6734	BM 33109		Wunsch 2000b, no. 229	Egibi Nūr-Sîn	Legal document	promissory note	"biltu ša huṣābi (load of palm-frond ribs); darīku (container); gipû (date basket); habû uhinni (a tax on the date harvest); haṣāru (enclosure, storehouse); imittu (assessed rent); šissinnu (gardener’s remuneration); suluppū (dates); tuhallu (palm-leaf basket); zittu (share)"	Babylon	16.6.5 Cambyses	525		-	https://www.britishmuseum.org/collection/object/W_1879-0730-10	https://nabucco.arts.kuleuven.be/item/32557	http://www.achemenet.com/en/item/?/textual-sources/texts-by-publication/Wunsch_CM_20/1328875		Maarja Seire (20/05/2020)	"""A57074; A57075; A57076; A57077; A57078; A57079; A57080"""	"57074; 57075; 57076; 57077; 57078; 57079; 57080"	
T06735	6735	BM 30405		Wunsch 2000b, no. 230	Egibi Nūr-Sîn	Legal document	promissory note	"alku (canal; region along the bank); biltu ša huṣābi (load of palm-frond ribs); darīku (container); ebūru (harvest); eqlu (field); gipû (date basket); haṣāru (enclosure, storehouse); imittu (assessed rent); mangāgu (date palm fibres); šissinnu (gardener’s remuneration); suluppū (dates); tuhallu (palm-leaf basket)"	Babylon	20.6.1 Bardia	522		-	https://www.britishmuseum.org/collection/object/W_1876-1117-127	https://nabucco.arts.kuleuven.be/item/30526	http://www.achemenet.com/en/item/?/textual-sources/texts-by-publication/Wunsch_CM_20/1328878	-	Maarja Seire (22/05/2020)	"""A57087; A57088; A57089; A57090; A57091; A57092"""	"57087; 57088; 57089; 57090; 57091; 57092"	
T06736	6736	BM 30730		Wunsch 2000b, no. 231	Egibi Nūr-Sîn	Legal document	promissory note	"darīku (container); eqlu (field); gipû (date basket); habû uhinni (a tax on the date harvest); haṣāru (enclosure, storehouse); imittu (assessed rent); mangāgu (date palm fibres); raṭbu (moist, fresh; live part of date palm); ṣubbûtu (mng. unknown); šugarrû (date palm product); suluppū (dates); tinūru (oven); tuhallu (palm-leaf basket); zittu (share)"	Babylon	26.6.14 Darius I	508		-	https://www.britishmuseum.org/collection/object/W_1876-1117-457	https://nabucco.arts.kuleuven.be/item/31471	http://www.achemenet.com/en/item/?/textual-sources/texts-by-publication/Wunsch_CM_20/1328881	-	Maarja Seire (22/05/2020)	"""A57093; A57094; A57095; A57096; A57097; A57098; A57099; A57101; A57102; A57103; A57104; A57105"""	"57093; 57094; 57095; 57096; 57097; 57098; 57099; 57101; 57102; 57103; 57104; 57105"	
T06737	6737	BM 30660		Wunsch 2000b, no. 232	Egibi Nūr-Sîn	Legal document	promissory note	"broken/unclear; darīku (container); ebūru (harvest); eqlu (field); gipû (date basket); haṣāru (enclosure, storehouse); mangāgu (date palm fibres); tuhallu (palm-leaf basket)"	Broken/Unclear	NN	-		-	https://www.britishmuseum.org/collection/object/W_1876-1117-387	https://nabucco.arts.kuleuven.be/item/31774	http://www.achemenet.com/en/item/?/textual-sources/texts-by-publication/Wunsch_CM_20/1328884		Maarja Seire (22/05/2020)	"""A57106; A57107; A57108; A57109; A57110; A57111; A57112"""	"57106; 57107; 57108; 57109; 57110; 57111; 57112"	
T06738	6738	K 8712		Wunsch 2000b, no. 233	Egibi Nūr-Sîn	Legal document	promissory note	"broken/unclear; darīku (container); gipû (date basket); harrān Kiš (road to Kiš); haṣāru (enclosure, storehouse); mangāgu (date palm fibres); raṭbu (moist, fresh; live part of date palm); suluppū (dates); tuhallu (palm-leaf basket); zittu (share)"	Broken/Unclear	NN	-	The reverse is fully broken.	-	-	https://nabucco.arts.kuleuven.be/item/32188	http://www.achemenet.com/en/item/?/textual-sources/texts-by-publication/Wunsch_CM_20/1328887	-	Maarja Seire (22/05/2020)	"""A57113; A57115; A57116"""	"57113; 57115; 57116"	
